engine,decision,seed,success,timed_out,failure,tile_kl,edge_kl,runtime_seconds,solve_seconds,conflicts,decisions,backtracks,restarts,error
ordinary WFC,frequency,12,True,False,False,0.2002585621433751,1.6620201491908613,0.6570993469999991,,,377,0,0,
WFC-as-SAT,frequency,12,True,False,False,0.18381707964254324,1.6944418700943906,6.806158475000004,3.842896,2741,7681,2762,20,
ordinary WFC,context,12,True,False,False,0.5645986145240137,0.786912139964396,0.6055738849999983,,,329,0,0,
WFC-as-SAT,context,12,True,False,False,0.3435704905844638,0.5543251850996728,3.354932038000001,0.27818900000000024,89,447,89,0,
ordinary WFC,frequency,13,True,False,False,0.19004361983123103,1.685891740605902,0.653392500999999,,,382,0,0,
WFC-as-SAT,frequency,13,True,False,False,0.17222656611120915,1.5661855370846212,4.218357388000001,1.152669,824,2355,841,17,
ordinary WFC,context,13,True,False,False,0.821207486045657,1.0962615896933288,0.598494002999999,,,349,0,0,
WFC-as-SAT,context,13,True,False,False,0.9101495970254682,1.1288136230965173,3.3335416669999915,0.2797339999999999,72,436,72,0,
ordinary WFC,frequency,14,True,False,False,0.18281293602024704,1.699047112138324,0.6603427949999912,,,375,0,0,
WFC-as-SAT,frequency,14,True,False,False,0.2214362779054588,1.6778093988932476,3.41843346200001,0.3899349999999999,456,841,456,0,
ordinary WFC,context,14,True,False,False,0.42866496001673066,0.6019965174516012,0.5810843750000174,,,321,0,0,
WFC-as-SAT,context,14,True,False,False,0.426198201077448,0.5277944881641793,3.2593006520000074,0.22878100000000012,0,338,0,0,
ordinary WFC,frequency,15,True,False,False,0.14755599802058797,1.6023052155907127,0.6506855610000173,,,374,0,0,
WFC-as-SAT,frequency,15,True,False,False,0.16173867275767315,1.5951545889583003,3.303105742000014,0.2677209999999999,213,599,213,0,
ordinary WFC,context,15,True,False,False,1.0838830896732157,1.422874933804382,0.6307893849999857,,,350,0,0,
WFC-as-SAT,context,15,True,False,False,1.4679853045223352,1.776101501917727,3.3739423609999903,0.323906,140,526,140,0,
ordinary WFC,frequency,16,True,False,False,0.18358115186559149,1.6412864212834264,0.6536041930000067,,,383,0,0,
WFC-as-SAT,frequency,16,True,False,False,0.21146212051137742,1.6021168141753264,3.3170052730000066,0.2586400000000002,179,570,179,0,
ordinary WFC,context,16,True,False,False,0.3065604443063099,0.44982199221227653,0.6170988819999934,,,346,0,0,
WFC-as-SAT,context,16,True,False,False,0.4855783369683482,0.6771763038784259,3.297153562999995,0.24595900000000004,6,370,6,0,
ordinary WFC,frequency,17,True,False,False,0.14910955477609067,1.6618721815173703,0.646083721999986,,,376,0,0,
WFC-as-SAT,frequency,17,True,False,False,0.17413875508101315,1.7109252882799963,3.3496177640000155,0.2637609999999997,196,584,196,0,
ordinary WFC,context,17,True,False,False,0.3844267744360514,0.5223403409891336,0.6730748310000081,,,345,0,0,
