example,N,engine,heuristic,seed,success,pattern_frequency_kl,pattern_edge_frequency_kl,decoded_tile_frequency_kl,decoded_tile_edge_frequency_kl,runtime_seconds,conflicts,backtracks
Stick,1,ordinary WFC,context,31,True,0.0039616816967026035,0.0018403619942759953,0.0039616816967026035,0.0018403619942759953,0.09709222599999734,,0
Stick,1,WFC-as-SAT,context,31,True,0.0039616816967026035,0.0018403619942759953,0.0039616816967026035,0.0018403619942759953,0.09557480200000157,0,0
Stick,1,ordinary WFC,uniform,32,True,0.20980332494572151,0.6096227163935187,0.20980332494572151,0.6096227163935187,0.07204855700000223,,0
Stick,1,WFC-as-SAT,uniform,32,True,0.20980332494572151,0.6096227163935187,0.20980332494572151,0.6096227163935187,0.07721228000000124,0,0
Stick,1,ordinary WFC,frequency,32,True,0.00033801663695705135,0.10715466637957435,0.00033801663695705135,0.10715466637957435,0.0953607130000016,,0
Stick,1,WFC-as-SAT,frequency,32,True,0.00033801663695705135,0.10715466637957435,0.00033801663695705135,0.10715466637957435,0.09355214200000006,0,0
Stick,1,ordinary WFC,context,32,True,0.00805690150709324,0.007061601550836929,0.00805690150709324,0.007061601550836929,0.0966372650000018,,0
Stick,1,WFC-as-SAT,context,32,True,0.00805690150709324,0.007061601550836929,0.00805690150709324,0.007061601550836929,0.09688178000000036,0,0
Stick,1,ordinary WFC,uniform,33,True,0.18384394528870296,0.5576006929732258,0.18384394528870296,0.5576006929732258,0.0714390310000006,,0
Stick,1,WFC-as-SAT,uniform,33,True,0.18384394528870296,0.5576006929732258,0.18384394528870296,0.5576006929732258,0.07613866599999852,0,0
Stick,1,ordinary WFC,frequency,33,True,0.0005111303366110726,0.0827353721588121,0.0005111303366110726,0.0827353721588121,0.09462933700000065,,0
Stick,1,WFC-as-SAT,frequency,33,True,0.0005111303366110726,0.0827353721588121,0.0005111303366110726,0.0827353721588121,0.09366831699999878,0,0
Stick,1,ordinary WFC,context,33,True,4.738058860077974e-05,0.002109722494052736,4.738058860077974e-05,0.002109722494052736,0.09730375599999874,,0
Stick,1,WFC-as-SAT,context,33,True,4.738058860077974e-05,0.002109722494052736,4.738058860077974e-05,0.002109722494052736,0.09810551200000006,0,0
Stick,1,ordinary WFC,uniform,34,True,0.22918051593415126,0.6012974939889948,0.22918051593415126,0.6012974939889948,0.0725880810000028,,0
Stick,1,WFC-as-SAT,uniform,34,True,0.22918051593415126,0.6012974939889948,0.22918051593415126,0.6012974939889948,0.07397080499999831,0,0
Stick,1,ordinary WFC,frequency,34,True,0.0002762275017081598,0.08448544552834783,0.0002762275017081598,0.08448544552834783,0.09580427699999916,,0
Stick,1,WFC-as-SAT,frequency,34,True,0.0002762275017081598,0.08448544552834783,0.0002762275017081598,0.08448544552834783,0.09394868799999756,0,0
Stick,1,ordinary WFC,context,34,True,0.012259109902079561,0.01213292806657237,0.012259109902079561,0.01213292806657237,0.09458983499999718,,0
Stick,1,WFC-as-SAT,context,34,True,0.012259109902079561,0.01213292806657237,0.012259109902079561,0.01213292806657237,0.09381435499999924,0,0
Stick,1,ordinary WFC,uniform,35,True,0.16615420260092056,0.5434896804878092,0.16615420260092056,0.5434896804878092,0.07691890399999934,,0
Stick,1,WFC-as-SAT,uniform,35,True,0.16615420260092056,0.5434896804878092,0.16615420260092056,0.5434896804878092,0.07738384299999979,0,0
Stick,1,ordinary WFC,frequency,35,True,0.004352580035757173,0.08246880180081388,0.004352580035757173,0.08246880180081388,0.09539818800000077,,0
Stick,1,WFC-as-SAT,frequency,35,True,0.004352580035757173,0.08246880180081388,0.004352580035757173,0.08246880180081388,0.09541958799999861,0,0
Stick,1,ordinary WFC,context,35,True,0.002214503517879541,0.01827687374046611,0.002214503517879541,0.01827687374046611,0.10084611899999985,,0
Stick,1,WFC-as-SAT,context,35,True,0.002214503517879541,0.01827687374046611,0.002214503517879541,0.01827687374046611,0.10082711200000105,0,0
Stick,1,ordinary WFC,uniform,36,True,0.20601077161582454,0.6417617052486626,0.20601077161582454,0.6417617052486626,0.07406224500000036,,0
Stick,1,WFC-as-SAT,uniform,36,True,0.20601077161582454,0.6417617052486626,0.20601077161582454,0.6417617052486626,0.07498891699999888,0,0
Stick,1,ordinary WFC,frequency,36,True,0.0005111303366110726,0.06884404596340885,0.0005111303366110726,0.06884404596340885,0.09622669599999867,,0
Stick,1,WFC-as-SAT,frequency,36,True,0.0005111303366110726,0.06884404596340885,0.0005111303366110726,0.06884404596340885,0.09421954599999793,0,0
Stick,1,ordinary WFC,context,36,True,0.013432245279568454,0.008900967173390487,0.013432245279568454,0.008900967173390487,0.09828662700000024,,0
Stick,1,WFC-as-SAT,context,36,True,0.013432245279568454,0.008900967173390487,0.013432245279568454,0.008900967173390487,0.09643625099999653,0,0
Stick,1,ordinary WFC,uniform,37,True,0.22525013021630513,0.61155384326374,0.22525013021630513,0.61155384326374,0.07097547200000065,,0
Stick,1,WFC-as-SAT,uniform,37,True,0.22525013021630513,0.61155384326374,0.22525013021630513,0.61155384326374,0.0752974019999968,0,0
Stick,1,ordinary WFC,frequency,37,True,0.002841430142510995,0.08375394702115785,0.002841430142510995,0.08375394702115785,0.09557646700000078,,0
Stick,1,WFC-as-SAT,frequency,37,True,0.002841430142510995,0.08375394702115785,0.002841430142510995,0.08375394702115785,0.09489263900000111,0,0
Stick,1,ordinary WFC,context,37,True,0.0005111303366110726,0.005542799908093732,0.0005111303366110726,0.005542799908093732,0.09962217500000037,,0
Stick,1,WFC-as-SAT,context,37,True,0.0005111303366110726,0.005542799908093732,0.0005111303366110726,0.005542799908093732,0.09911738999999997,0,0
Stick,1,ordinary WFC,uniform,38,True,0.1948006290937666,0.5864204037539127,0.1948006290937666,0.5864204037539127,0.07629221800000252,,0
Stick,1,WFC-as-SAT,uniform,38,True,0.1948006290937666,0.5864204037539127,0.1948006290937666,0.5864204037539127,0.07757752700000253,0,0
Stick,1,ordinary WFC,frequency,38,True,0.00011402782215475318,0.07271044927530111,0.00011402782215475318,0.07271044927530111,0.09179661199999956,,0
Stick,1,WFC-as-SAT,frequency,38,True,0.00011402782215475318,0.07271044927530111,0.00011402782215475318,0.07271044927530111,0.09355627000000055,0,0
Stick,1,ordinary WFC,context,38,True,4.738058860077974e-05,0.004784839525679305,4.738058860077974e-05,0.004784839525679305,0.1006483679999981,,0
Stick,1,WFC-as-SAT,context,38,True,4.738058860077974e-05,0.004784839525679305,4.738058860077974e-05,0.004784839525679305,0.09934934399999662,0,0
Stick,1,ordinary WFC,uniform,39,True,0.1592810837525132,0.46192722088219174,0.1592810837525132,0.46192722088219174,0.07327534599999908,,0
Stick,1,WFC-as-SAT,uniform,39,True,0.1592810837525132,0.46192722088219174,0.1592810837525132,0.46192722088219174,0.07783437400000182,0,0
Stick,1,ordinary WFC,frequency,39,True,0.0002762275017081598,0.09725388329755823,0.0002762275017081598,0.09725388329755823,0.09326638900000006,,0
Stick,1,WFC-as-SAT,frequency,39,True,0.0002762275017081598,0.09725388329755823,0.0002762275017081598,0.09725388329755823,0.09419602599999877,0,0
Stick,1,ordinary WFC,context,39,True,0.002214503517879541,0.014054776084461335,0.002214503517879541,0.014054776084461335,0.10024239699999882,,0
Stick,1,WFC-as-SAT,context,39,True,0.002214503517879541,0.014054776084461335,0.002214503517879541,0.014054776084461335,0.10110709699999987,0,0
Stick,1,ordinary WFC,uniform,40,True,0.16615420260092056,0.48597288377748343,0.16615420260092056,0.48597288377748343,0.08100465399999734,,0
Stick,1,WFC-as-SAT,uniform,40,True,0.16615420260092056,0.48597288377748343,0.16615420260092056,0.48597288377748343,0.07730824400000103,0,0
Stick,1,ordinary WFC,frequency,40,True,0.005241977634400621,0.07704000581003982,0.005241977634400621,0.07704000581003982,0.09754044099999959,,0
Stick,1,WFC-as-SAT,frequency,40,True,0.005241977634400621,0.07704000581003982,0.005241977634400621,0.07704000581003982,0.09645275300000122,0,0
Stick,1,ordinary WFC,context,40,True,0.004352580035757173,0.017291428724169444,0.004352580035757173,0.017291428724169444,0.10384913700000098,,0
Stick,1,WFC-as-SAT,context,40,True,0.004352580035757173,0.017291428724169444,0.004352580035757173,0.017291428724169444,0.10143228299999762,0,0
Stick,1,ordinary WFC,uniform,41,True,0.2371230891329615,0.7216006256370465,0.2371230891329615,0.7216006256370465,0.07047806100000287,,0
Stick,1,WFC-as-SAT,uniform,41,True,0.2371230891329615,0.7216006256370465,0.2371230891329615,0.7216006256370465,0.07398375599999696,0,0
Stick,1,ordinary WFC,frequency,41,True,2.2862949333223373e-05,0.09129316477693991,2.2862949333223373e-05,0.09129316477693991,0.0928465650000021,,0
Stick,1,WFC-as-SAT,frequency,41,True,2.2862949333223373e-05,0.09129316477693991,2.2862949333223373e-05,0.09129316477693991,0.09501833899999923,0,0
Stick,1,ordinary WFC,context,41,True,0.0002762275017081598,0.005549365662120755,0.0002762275017081598,0.005549365662120755,0.0986897010000014,,0
Stick,1,WFC-as-SAT,context,41,True,0.0002762275017081598,0.005549365662120755,0.0002762275017081598,0.005549365662120755,0.09947786799999747,0,0
Stick,1,ordinary WFC,uniform,42,True,0.20980332494572151,0.5816910652927916,0.20980332494572151,0.5816910652927916,0.07170056000000002,,0
Stick,1,WFC-as-SAT,uniform,42,True,0.20980332494572151,0.5816910652927916,0.20980332494572151,0.5816910652927916,0.07555993600000122,0,0
Stick,1,ordinary WFC,frequency,42,True,0.00033801663695705135,0.09157858390830578,0.00033801663695705135,0.09157858390830578,0.09044106099999993,,0
Stick,1,WFC-as-SAT,frequency,42,True,0.00033801663695705135,0.09157858390830578,0.00033801663695705135,0.09157858390830578,0.09307211599999832,0,0
Stick,1,ordinary WFC,context,42,True,0.0054399861958536605,0.003707696977529793,0.0054399861958536605,0.003707696977529793,0.0934978700000002,,0
Stick,1,WFC-as-SAT,context,42,True,0.0054399861958536605,0.003707696977529793,0.0054399861958536605,0.003707696977529793,0.09600829100000041,0,0
Stick,1,ordinary WFC,uniform,43,True,0.21362363233917298,0.5857104627546024,0.21362363233917298,0.5857104627546024,0.07123691500000007,,0
Stick,1,WFC-as-SAT,uniform,43,True,0.21362363233917298,0.5857104627546024,0.21362363233917298,0.5857104627546024,0.07517687600000045,0,0
Stick,1,ordinary WFC,frequency,43,True,0.002841430142510995,0.0779359202750178,0.002841430142510995,0.0779359202750178,0.09748868899999863,,0
Stick,1,WFC-as-SAT,frequency,43,True,0.002841430142510995,0.0779359202750178,0.002841430142510995,0.0779359202750178,0.0954072030000006,0,0
Stick,1,ordinary WFC,context,43,True,0.00033801663695705135,0.0016562211706584013,0.00033801663695705135,0.0016562211706584013,0.10095682200000056,,0
Stick,1,WFC-as-SAT,context,43,True,0.00033801663695705135,0.0016562211706584013,0.00033801663695705135,0.0016562211706584013,0.09940313299999914,0,0
Stick,1,ordinary WFC,uniform,44,True,0.1948006290937666,0.616849645017238,0.1948006290937666,0.616849645017238,0.0726024289999998,,0
Stick,1,WFC-as-SAT,uniform,44,True,0.1948006290937666,0.616849645017238,0.1948006290937666,0.616849645017238,0.07665366599999857,0,0
Stick,1,ordinary WFC,frequency,44,True,0.0002762275017081598,0.09520050130331288,0.0002762275017081598,0.09520050130331288,0.09375868400000087,,0
Stick,1,WFC-as-SAT,frequency,44,True,0.0002762275017081598,0.09520050130331288,0.0002762275017081598,0.09520050130331288,0.09422570799999974,0,0
Stick,1,ordinary WFC,context,44,True,0.00016012481931655057,0.000752592156754028,0.00016012481931655057,0.000752592156754028,0.09746676199999982,,0
Stick,1,WFC-as-SAT,context,44,True,0.00016012481931655057,0.000752592156754028,0.00016012481931655057,0.000752592156754028,0.09902869300000106,0,0
Stick,1,ordinary WFC,uniform,45,True,0.2371230891329615,0.706032860332591,0.2371230891329615,0.706032860332591,0.06911366699999988,,0
Stick,1,WFC-as-SAT,uniform,45,True,0.2371230891329615,0.706032860332591,0.2371230891329615,0.706032860332591,0.0745183520000019,0,0
Stick,1,ordinary WFC,frequency,45,True,0.0005111303366110726,0.10319007844039456,0.0005111303366110726,0.10319007844039456,0.09543912799999887,,0
Stick,1,WFC-as-SAT,frequency,45,True,0.0005111303366110726,0.10319007844039456,0.0005111303366110726,0.10319007844039456,0.09326514800000041,0,0
Stick,1,ordinary WFC,context,45,True,0.0016701580651610273,0.01041047103334186,0.0016701580651610273,0.01041047103334186,0.09963253299999764,,0
Stick,1,WFC-as-SAT,context,45,True,0.0016701580651610273,0.01041047103334186,0.0016701580651610273,0.01041047103334186,0.10109134500000039,0,0
Stick,1,ordinary WFC,uniform,46,True,0.1766817574948706,0.49846826713382075,0.1766817574948706,0.49846826713382075,0.07221898700000295,,0
Stick,1,WFC-as-SAT,uniform,46,True,0.1766817574948706,0.49846826713382075,0.1766817574948706,0.49846826713382075,0.07673694700000055,0,0
Stick,1,ordinary WFC,frequency,46,True,0.00016012481931655057,0.08820960651833382,0.00016012481931655057,0.08820960651833382,0.09479692600000078,,0
Stick,1,WFC-as-SAT,frequency,46,True,0.00016012481931655057,0.08820960651833382,0.00016012481931655057,0.08820960651833382,0.09356899599999835,0,0
Stick,1,ordinary WFC,context,46,True,0.0008204960284418396,0.0152233019258141,0.0008204960284418396,0.0152233019258141,0.09994727499999811,,0
Stick,1,WFC-as-SAT,context,46,True,0.0008204960284418396,0.0152233019258141,0.0008204960284418396,0.0152233019258141,0.09924117799999976,0,0
Stick,1,ordinary WFC,uniform,47,True,0.21747159784110207,0.5743476090863199,0.21747159784110207,0.5743476090863199,0.07231722599999912,,0
Stick,1,WFC-as-SAT,uniform,47,True,0.21747159784110207,0.5743476090863199,0.21747159784110207,0.5743476090863199,0.07766801499999687,0,0
Stick,1,ordinary WFC,frequency,47,True,4.738058860077974e-05,0.08080483941112467,4.738058860077974e-05,0.08080483941112467,0.09236283199999917,,0
Stick,1,WFC-as-SAT,frequency,47,True,4.738058860077974e-05,0.08080483941112467,4.738058860077974e-05,0.08080483941112467,0.09390789100000063,0,0
Stick,1,ordinary WFC,context,47,True,0.00033801663695705135,0.0007231384436938429,0.00033801663695705135,0.0007231384436938429,0.09870038500000078,,0
Stick,1,WFC-as-SAT,context,47,True,0.00033801663695705135,0.0007231384436938429,0.00033801663695705135,0.0007231384436938429,0.09739595699999981,0,0
Stick,1,ordinary WFC,uniform,48,True,0.22134712767718928,0.5999036563915505,0.22134712767718928,0.5999036563915505,0.07038068299999978,,0
Stick,1,WFC-as-SAT,uniform,48,True,0.22134712767718928,0.5999036563915505,0.22134712767718928,0.5999036563915505,0.07567238400000065,0,0
Stick,1,ordinary WFC,frequency,48,True,0.0005111303366110726,0.08192500665438975,0.0005111303366110726,0.08192500665438975,0.09321634399999823,,0
Stick,1,WFC-as-SAT,frequency,48,True,0.0005111303366110726,0.08192500665438975,0.0005111303366110726,0.08192500665438975,0.09418596400000112,0,0
Stick,1,ordinary WFC,context,48,True,0.0027044681214487935,0.002791709540745462,0.0027044681214487935,0.002791709540745462,0.0977855390000002,,0
Stick,1,WFC-as-SAT,context,48,True,0.0027044681214487935,0.002791709540745462,0.0027044681214487935,0.002791709540745462,0.09817331400000029,0,0
Stick,1,ordinary WFC,uniform,49,True,0.19850932210496255,0.6056945083725809,0.19850932210496255,0.6056945083725809,0.07377280099999695,,0
Stick,1,WFC-as-SAT,uniform,49,True,0.19850932210496255,0.6056945083725809,0.19850932210496255,0.6056945083725809,0.07654081700000148,0,0
Stick,1,ordinary WFC,frequency,49,True,0.0002762275017081598,0.07508973795676228,0.0002762275017081598,0.07508973795676228,0.09451670300000004,,0
Stick,1,WFC-as-SAT,frequency,49,True,0.0002762275017081598,0.07508973795676228,0.0002762275017081598,0.07508973795676228,0.09256898199999952,0,0
Stick,1,ordinary WFC,context,49,True,0.002841430142510995,0.015247304665939264,0.002841430142510995,0.015247304665939264,0.10046694500000086,,0
Stick,1,WFC-as-SAT,context,49,True,0.002841430142510995,0.015247304665939264,0.002841430142510995,0.015247304665939264,0.10018078199999891,0,0
Stick,1,ordinary WFC,uniform,50,True,0.19112009656993292,0.4838745096517657,0.19112009656993292,0.4838745096517657,0.0728201360000007,,0
Stick,1,WFC-as-SAT,uniform,50,True,0.19112009656993292,0.4838745096517657,0.19112009656993292,0.4838745096517657,0.07830774399999996,0,0
Stick,1,ordinary WFC,frequency,50,True,0.00016012481931655057,0.10106908787054522,0.00016012481931655057,0.10106908787054522,0.0923388480000007,,0
Stick,1,WFC-as-SAT,frequency,50,True,0.00016012481931655057,0.10106908787054522,0.00016012481931655057,0.10106908787054522,0.0914806739999996,0,0
Stick,1,ordinary WFC,context,50,True,0.00016012481931655057,0.0012782398412318832,0.00016012481931655057,0.0012782398412318832,0.09853265499999964,,0
Stick,1,WFC-as-SAT,context,50,True,0.00016012481931655057,0.0012782398412318832,0.00016012481931655057,0.0012782398412318832,0.09860600500000061,0,0
Stick,1,ordinary WFC,uniform,51,True,0.24924020199115463,0.615814133718257,0.24924020199115463,0.615814133718257,0.06893276399999948,,0
Stick,1,WFC-as-SAT,uniform,51,True,0.24924020199115463,0.615814133718257,0.24924020199115463,0.615814133718257,0.07219652100000218,0,0
Stick,1,ordinary WFC,frequency,51,True,0.00011402782215475318,0.08788555113891876,0.00011402782215475318,0.08788555113891876,0.09512614000000141,,0
Stick,1,WFC-as-SAT,frequency,51,True,0.00011402782215475318,0.08788555113891876,0.00011402782215475318,0.08788555113891876,0.09389626999999834,0,0
Stick,1,ordinary WFC,context,51,True,0.00805690150709324,0.0039679467963868635,0.00805690150709324,0.0039679467963868635,0.09519560200000043,,0
Stick,1,WFC-as-SAT,context,51,True,0.00805690150709324,0.0039679467963868635,0.00805690150709324,0.0039679467963868635,0.09519876899999957,0,0
Stick,1,ordinary WFC,uniform,52,True,0.23313819737806643,0.6273497522000153,0.23313819737806643,0.6273497522000153,0.06935715199999848,,0
Stick,1,WFC-as-SAT,uniform,52,True,0.23313819737806643,0.6273497522000153,0.23313819737806643,0.6273497522000153,0.07526893200000018,0,0
Stick,1,ordinary WFC,frequency,52,True,2.2862949333223373e-05,0.09807651185131126,2.2862949333223373e-05,0.09807651185131126,0.09540551799999974,,0
Stick,1,WFC-as-SAT,frequency,52,True,2.2862949333223373e-05,0.09807651185131126,2.2862949333223373e-05,0.09807651185131126,0.09360295800000173,0,0
Stick,1,ordinary WFC,context,52,True,0.004673645330591336,0.0024807655122176375,0.004673645330591336,0.0024807655122176375,0.11691921299999919,,0
Stick,1,WFC-as-SAT,context,52,True,0.004673645330591336,0.0024807655122176375,0.004673645330591336,0.0024807655122176375,0.11101485500000052,0,0
Stick,1,ordinary WFC,uniform,53,True,0.1766817574948706,0.4677434120794619,0.1766817574948706,0.4677434120794619,0.07856469499999719,,0
Stick,1,WFC-as-SAT,uniform,53,True,0.1766817574948706,0.4677434120794619,0.1766817574948706,0.4677434120794619,0.0919237310000014,0,0
Stick,1,ordinary WFC,frequency,53,True,0.0016701580651610273,0.07759027743547389,0.0016701580651610273,0.07759027743547389,0.09556120099999887,,0
Stick,1,WFC-as-SAT,frequency,53,True,0.0016701580651610273,0.07759027743547389,0.0016701580651610273,0.07759027743547389,0.09388209100000111,0,0
Stick,1,ordinary WFC,context,53,True,0.00033801663695705135,0.0011901137513610901,0.00033801663695705135,0.0011901137513610901,0.0969248649999983,,0
Stick,1,WFC-as-SAT,context,53,True,0.00033801663695705135,0.0011901137513610901,0.00033801663695705135,0.0011901137513610901,0.09735808099999943,0,0
Stick,1,ordinary WFC,uniform,54,True,0.18024854881566196,0.5414348398593807,0.18024854881566196,0.5414348398593807,0.07294839100000061,,0
Stick,1,WFC-as-SAT,uniform,54,True,0.18024854881566196,0.5414348398593807,0.18024854881566196,0.5414348398593807,0.07735478800000095,0,0
Stick,1,ordinary WFC,frequency,54,True,0.0005111303366110726,0.07310422754387912,0.0005111303366110726,0.07310422754387912,0.09485899199999892,,0
Stick,1,WFC-as-SAT,frequency,54,True,0.0005111303366110726,0.07310422754387912,0.0005111303366110726,0.07310422754387912,0.09306497700000094,0,0
Stick,1,ordinary WFC,context,54,True,0.015921060228488236,0.012528060751628992,0.015921060228488236,0.012528060751628992,0.09465084500000032,,0
Stick,1,WFC-as-SAT,context,54,True,0.015921060228488236,0.012528060751628992,0.015921060228488236,0.012528060751628992,0.09398803799999911,0,0
Stick,1,ordinary WFC,uniform,55,True,0.21747159784110207,0.6096885880620332,0.21747159784110207,0.6096885880620332,0.07122837300000029,,0
Stick,1,WFC-as-SAT,uniform,55,True,0.21747159784110207,0.6096885880620332,0.21747159784110207,0.6096885880620332,0.07543460600000174,0,0
Stick,1,ordinary WFC,frequency,55,True,0.0016701580651610273,0.09457212241973854,0.0016701580651610273,0.09457212241973854,0.09468144500000264,,0
Stick,1,WFC-as-SAT,frequency,55,True,0.0016701580651610273,0.09457212241973854,0.0016701580651610273,0.09457212241973854,0.09456610399999832,0,0
Stick,1,ordinary WFC,context,55,True,0.0039616816967026035,0.006832444916858535,0.0039616816967026035,0.006832444916858535,0.09382949500000137,,0
Stick,1,WFC-as-SAT,context,55,True,0.0039616816967026035,0.006832444916858535,0.0039616816967026035,0.006832444916858535,0.09748044399999856,0,0
Stick,1,ordinary WFC,uniform,56,True,0.20601077161582454,0.5017642456730448,0.20601077161582454,0.5017642456730448,0.06998961800000103,,0
Stick,1,WFC-as-SAT,uniform,56,True,0.20601077161582454,0.5017642456730448,0.20601077161582454,0.5017642456730448,0.07649973399999865,0,0
Stick,1,ordinary WFC,frequency,56,True,1.1490419316935625e-06,0.09978267283037254,1.1490419316935625e-06,0.09978267283037254,0.09299859100000063,,0
Stick,1,WFC-as-SAT,frequency,56,True,1.1490419316935625e-06,0.09978267283037254,1.1490419316935625e-06,0.09978267283037254,0.09177428499999962,0,0
Stick,1,ordinary WFC,context,56,True,1.1490419316935625e-06,0.006871788799743645,1.1490419316935625e-06,0.006871788799743645,0.0984405620000004,,0
Stick,1,WFC-as-SAT,context,56,True,1.1490419316935625e-06,0.006871788799743645,1.1490419316935625e-06,0.006871788799743645,0.10599036999999711,0,0
Stick,1,ordinary WFC,uniform,57,True,0.19112009656993292,0.5067211476921422,0.19112009656993292,0.5067211476921422,0.07371274600000177,,0
Stick,1,WFC-as-SAT,uniform,57,True,0.19112009656993292,0.5067211476921422,0.19112009656993292,0.5067211476921422,0.07513413899999932,0,0
Stick,1,ordinary WFC,frequency,57,True,0.0012061832385946523,0.08705849666241396,0.0012061832385946523,0.08705849666241396,0.09590303600000283,,0
Stick,1,WFC-as-SAT,frequency,57,True,0.0012061832385946523,0.08705849666241396,0.0012061832385946523,0.08705849666241396,0.09376602400000067,0,0
Stick,1,ordinary WFC,context,57,True,0.0054399861958536605,0.004066643536246681,0.0054399861958536605,0.004066643536246681,0.09495056399999768,,0
Stick,1,WFC-as-SAT,context,57,True,0.0054399861958536605,0.004066643536246681,0.0054399861958536605,0.004066643536246681,0.0958417200000028,0,0
Stick,1,ordinary WFC,uniform,58,True,0.16963446291743783,0.5021488148161162,0.16963446291743783,0.5021488148161162,0.07228686099999848,,0
Stick,1,WFC-as-SAT,uniform,58,True,0.16963446291743783,0.5021488148161162,0.16963446291743783,0.5021488148161162,0.07741910200000035,0,0
Stick,1,ordinary WFC,frequency,58,True,0.00011402782215475318,0.08928329399135426,0.00011402782215475318,0.08928329399135426,0.09303973299999768,,0
Stick,1,WFC-as-SAT,frequency,58,True,0.00011402782215475318,0.08928329399135426,0.00011402782215475318,0.08928329399135426,0.09318837799999713,0,0
Stick,1,ordinary WFC,context,58,True,0.015921060228488236,0.011886347413967727,0.015921060228488236,0.011886347413967727,0.09486502099999683,,0
Stick,1,WFC-as-SAT,context,58,True,0.015921060228488236,0.011886347413967727,0.015921060228488236,0.011886347413967727,0.09500228299999947,0,0
Stick,1,ordinary WFC,uniform,59,True,0.21747159784110207,0.6522757148660404,0.21747159784110207,0.6522757148660404,0.07261722100000156,,0
Stick,1,WFC-as-SAT,uniform,59,True,0.21747159784110207,0.6522757148660404,0.21747159784110207,0.6522757148660404,0.07454313699999915,0,0
Stick,1,ordinary WFC,frequency,59,True,4.738058860077974e-05,0.08378521273162072,4.738058860077974e-05,0.08378521273162072,0.09351233200000308,,0
Stick,1,WFC-as-SAT,frequency,59,True,4.738058860077974e-05,0.08378521273162072,4.738058860077974e-05,0.08378521273162072,0.09272404499999709,0,0
Stick,1,ordinary WFC,context,59,True,0.0012061832385946523,0.009380240973955779,0.0012061832385946523,0.009380240973955779,0.10545780999999721,,0
Stick,1,WFC-as-SAT,context,59,True,0.0012061832385946523,0.009380240973955779,0.0012061832385946523,0.009380240973955779,0.09788304199999942,0,0
Stick,1,ordinary WFC,uniform,60,True,0.22918051593415126,0.7209866123917176,0.22918051593415126,0.7209866123917176,0.06910968200000411,,0
Stick,1,WFC-as-SAT,uniform,60,True,0.22918051593415126,0.7209866123917176,0.22918051593415126,0.7209866123917176,0.07597648599999474,0,0
Stick,1,ordinary WFC,frequency,60,True,0.0016701580651610273,0.0804565801734212,0.0016701580651610273,0.0804565801734212,0.09370701699999984,,0
Stick,1,WFC-as-SAT,frequency,60,True,0.0016701580651610273,0.0804565801734212,0.0016701580651610273,0.0804565801734212,0.09414014899999756,0,0
Stick,1,ordinary WFC,context,60,True,0.00033801663695705135,0.0012152997937230937,0.00033801663695705135,0.0012152997937230937,0.0948201629999943,,0
Stick,1,WFC-as-SAT,context,60,True,0.00033801663695705135,0.0012152997937230937,0.00033801663695705135,0.0012152997937230937,0.10007547199999323,0,0
Stick,1,ordinary WFC,uniform,61,True,0.1948006290937666,0.4815918327652082,0.1948006290937666,0.4815918327652082,0.07101516100000538,,0
Stick,1,WFC-as-SAT,uniform,61,True,0.1948006290937666,0.4815918327652082,0.1948006290937666,0.4815918327652082,0.07902570800000319,0,0
Stick,1,ordinary WFC,frequency,61,True,0.00011402782215475318,0.09514454801725056,0.00011402782215475318,0.09514454801725056,0.09226699599999932,,0
Stick,1,WFC-as-SAT,frequency,61,True,0.00011402782215475318,0.09514454801725056,0.00011402782215475318,0.09514454801725056,0.092937347000003,0,0
Stick,1,ordinary WFC,context,61,True,0.004673645330591336,0.002090159157296818,0.004673645330591336,0.002090159157296818,0.09481122799999753,,0
Stick,1,WFC-as-SAT,context,61,True,0.004673645330591336,0.002090159157296818,0.004673645330591336,0.002090159157296818,0.09565684399999697,0,0
Stick,1,ordinary WFC,uniform,62,True,0.19850932210496255,0.5558351440567565,0.19850932210496255,0.5558351440567565,0.07110173200000247,,0
Stick,1,WFC-as-SAT,uniform,62,True,0.19850932210496255,0.5558351440567565,0.19850932210496255,0.5558351440567565,0.07572098600000032,0,0
Stick,1,ordinary WFC,frequency,62,True,0.0008204960284418396,0.07804138204896963,0.0008204960284418396,0.07804138204896963,0.09708584500000228,,0
Stick,1,WFC-as-SAT,frequency,62,True,0.0008204960284418396,0.07804138204896963,0.0008204960284418396,0.07804138204896963,0.09424248700000248,0,0
Stick,1,ordinary WFC,context,62,True,0.0071324201362094955,0.004069751596075754,0.0071324201362094955,0.004069751596075754,0.09664729099999647,,0
Stick,1,WFC-as-SAT,context,62,True,0.0071324201362094955,0.004069751596075754,0.0071324201362094955,0.004069751596075754,0.09408110799999747,0,0
Stick,1,ordinary WFC,uniform,63,True,0.1592810837525132,0.4779242197848743,0.1592810837525132,0.4779242197848743,0.07583224700000102,,0
Stick,1,WFC-as-SAT,uniform,63,True,0.1592810837525132,0.4779242197848743,0.1592810837525132,0.4779242197848743,0.07948846800000098,0,0
Stick,1,ordinary WFC,frequency,63,True,0.0016701580651610273,0.08322306484726051,0.0016701580651610273,0.08322306484726051,0.09544332400000144,,0
Stick,1,WFC-as-SAT,frequency,63,True,0.0016701580651610273,0.08322306484726051,0.0016701580651610273,0.08322306484726051,0.09372234399999968,0,0
